valueSetOid,valueSetName,version,code,display
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472861000,Testicular swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472862007,Swab from lesion of skin
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472863002,Swab from lower leg (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472864008,Swab from lower limb
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472865009,Swab from toe
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472866005,Swab from tongue
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472867001,Swab from tonsil (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472868006,Swab from peritoneal cavity structure (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472869003,Swab from pericardial sac structure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472870002,Swab from tracheostomy wound (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472871003,Swab from ulcer (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472872005,Swab from ultrasonic nebulizer
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472873000,Swab from urethral meatus (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472874006,Swab from uterus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472875007,Swab from vesicle (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472876008,Swab from Bartholin cyst (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472877004,Swab from esophagus (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472878009,Swab from Bartholin gland
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472879001,Swab from placenta
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472880003,Swab from catheter
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472881004,Swab from pharynx
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472882006,Swab from superficial wound (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472883001,Swab from surgical wound (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472884007,Swab from deep wound
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472885008,Swab from decubitus ulcer
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472886009,Swab from gastrostomy stoma (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472887000,Swab from labia (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472888005,Laryngeal swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472889002,Swab from pelvis
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472890006,Swab from appendix (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472891005,Swab from lip (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472892003,Swab from digit of hand
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472893008,Swab from abscess of brain
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472894002,Swab from cornea (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472895001,Swab from buttock (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472896000,Swab from blister (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472897009,Swab from hip region (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472898004,Swab from hand (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472899007,Swab from vaginal introitus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472900002,Gingival swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472901003,Swab from nasal sinus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472902005,Swab from chest tube insertion site (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472903000,Swab from central venous catheter
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472904006,Abdominal swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472919007,Device submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472920001,Umbilical catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472921002,Umbilical catheter tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472922009,Intracranial catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472923004,Peripheral vascular catheter tip submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472924005,Pulmonary artery flotation catheter tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472925006,Umbilical vein catheter tip submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472926007,Chest drain tip submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472927003,Contact lens case submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472928008,Umbilical artery catheter tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472929000,Central venous catheter tip submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472930005,Bottle submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472931009,Arterial line tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472932002,Vascular catheter submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472933007,Shunt tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472934001,Stent submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472935000,Central venous catheter tip from subclavian vein submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472936004,Tenckhoff catheter tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472937008,Double J stent submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472938003,Tracheal tube submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472939006,Tracheostomy tube submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472940008,Intracranial ventricular catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472941007,Intracranial ventricular catheter tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472942000,Ventriculoperitoneal shunt submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472943005,Heyer-Pudenz valve submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,472944004,Peritoneal catheter submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473399006,Swab from Tenckhoff catheter exit site (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473400004,Swab from tooth
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473401000,Cotton wool ball submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473403002,Percutaneous nephrostomy catheter tip submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473404008,Rickham reservoir submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473405009,Cerebrospinal fluid specimen obtained from Rickham reservoir
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473406005,Shunt submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473407001,Peripherally inserted central catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473408006,Umbilical artery catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473409003,Central venous catheter submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473410008,Peripheral vascular catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473411007,External ventricular drain tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473412000,Endotracheal tube submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473413005,Central venous catheter from internal jugular vein submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473414004,Intracranial pressure catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473415003,Intrauterine contraceptive device submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473416002,Nephrostomy tube submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473417006,Cardiac pacemaker lead submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473432004,Settle plate submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,473433009,Protected specimen brush submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608840004,Specimen from lower gastrointestinal tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608842007,Specimen from upper gastrointestinal tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608852006,Specimen from nervous system (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608856009,Specimen from perirenal tissue (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608858005,Specimen from periureteral tissue (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608860007,Specimen from perivesical tissue
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608868000,Specimen from endocrine gland
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608870009,Specimen from female genital tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,608969007,Specimen from skin (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,697988001,Soft stool specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,697989009,Anterior nares swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,698276005,First void urine sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699283007,Mid-stream urine specimen obtained by single catheterization of bladder (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699284001,Early morning mid-stream urine specimen obtained by clean catch procedure (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699285000,Urine specimen obtained from bladder via cystoscopy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699286004,Urine specimen obtained from kidney via aspiration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699287008,Urine specimen obtained via suprapubic indwelling urinary catheter
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699868006,Suture material submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,699874006,Tissue specimen from pericardium
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,702701006,Specimen from cervix or vagina
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,703430008,Arterial cord blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,703431007,Venous cord blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,703432000,Venous plasma specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,703475006,Tissue specimen from nodule (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,703691002,Spun CSF
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,704663000,Worm
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,705054005,Muscle specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708048008,Plasma specimen with citrate
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708049000,Plasma specimen with EDTA (ethylenediaminetetraacetic acid)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708110000,Treated water specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708111001,Untreated water specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708112008,Retrouterine pouch fluid aspirate (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708285007,Tissue impression smear sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,708317005,Pooled specimen from vaginal introitus and rectal swab (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,709024005,Paint chip sample (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,710069003,Tick specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,712559006,Seventy minutes specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,712560001,Two hours specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,712562009,Twenty four hours specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,718684005,Endocervical brush specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,725372003,Tissue specimen from aorta (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,725946000,Reticulocyte specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,725957005,Formalin-fixed placenta tissue specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732211001,Twelve hour urine specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732217002,Eight hour urine specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732220005,Forty eight hour urine specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732222002,Seventy two hour urine specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732226004,Forty eight hour stool specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732227008,Twenty four hour stool specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732293002,Salivary calculus specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732295009,Discharge specimen from penis (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732964006,Gastric tube submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732972008,Fluid specimen from cyst of ovary (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732975005,Fluid specimen from epididymis (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,732976006,Fluid specimen from external auditory canal (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733056005,Fluid specimen from ear (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733101007,Fluid specimen from perirenal region (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733103005,Tissue specimen from scar
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733104004,Buccal swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733105003,Cytologic material from lymph node of neck obtained by fine needle aspiration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733475007,Cytologic material from mass of neck obtained by fine needle aspiration (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733476008,Cytologic material from neck obtained by fine needle aspiration (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733482006,Second void urine specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733484007,Specimen from lesion of penis obtained by scraping
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,733485008,Specimen from lesion of perianal region obtained by scraping (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734307008,Specimen from jejunostomy stoma (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734333000,Specimen from epidermoid cyst (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734334006,Specimen from sebaceous cyst (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734335007,Specimen from scar (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734336008,Specimen from aorta (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734337004,Specimen from mass of nasopharynx (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734338009,Arthropod material submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734341000,Specimen from mass of posterior mediastinum (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734342007,Specimen from mass of anterior mediastinum (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734343002,Specimen from mass of breast (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734375004,Specimen from mass of retroperitoneum (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734377007,Specimen from mass of subcutaneous tissue (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734379005,Specimen from periodontal tissue (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734380008,Specimen from surgical wound (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734381007,Specimen from superficial wound (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734417004,Specimen from mass of thoracic cavity (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734419001,Specimen from mass of axillary lymph node (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734420007,Specimen from mass of inguinal lymph node (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734421006,Specimen from mass of mediastinal lymph node (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734422004,Specimen from duodenal mucosa (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734425002,Specimen from ear obtained by aspiration (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734426001,Specimen from jejunum obtained by aspiration (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734427005,Specimen from duodenum obtained by aspiration (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734442008,Specimen from calf of leg (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,734443003,Urine specimen from ureter obtained by cystoscopy (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,735197003,Specimen from right breast (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,735198008,Specimen from left breast (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,735950000,Swab of vascular catheter insertion site (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,737016007,Tissue sample from aneurysm obtained by surgical resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,737017003,Joint loose body specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,737087006,Specimen from control
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,737089009,Serum specimen from control
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,737356002,Pooled platelet poor plasma specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,737357006,Foetal blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,765469005,Hysterectomy and left salpingo-oophorectomy sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,765470006,Excised uterus and right fallopian tube and ovary sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,773611006,Haemodialysis catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,773630006,Urinary catheter submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,787149001,Unstained slide of tissue section (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,787150001,Stained slide of tissue section
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,787151002,Specimen in tissue fixative
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,787152009,Specimen in non-fixative preservation fluid (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,788524009,Tissue specimen obtained by segmental excision (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,788707000,Plasma specimen or serum specimen or whole blood specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,840395001,Fluid specimen from otic region
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,866032008,Blood specimen in anaerobic blood culture bottle
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,866033003,Blood specimen in aerobic blood culture bottle
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,866034009,Acute phase serum specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,866035005,Convalescent phase serum specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,878861003,Blood specimen in blood culture bottle (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,898201001,Specimen from device
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,898203003,Vacuum cleaner bag submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,898205005,Dried plasma spot specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003517007,Lyophilized specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003522007,Burrow swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003705007,Drain tip submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003706008,Specimen from drain tip (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003707004,Drain device submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003708009,Specimen from drain device (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003709001,Tube submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003710006,Specimen from tube (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003711005,Specimen from prosthetic joint
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003712003,Prosthetic joint submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003713008,Prosthetic heart valve submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1003714002,Specimen from prosthetic heart valve (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1149105007,Oropharyngeal rinse
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1163592005,Swab from paraurethral gland
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1172660005,Tissue specimen from extrahepatic bile duct obtained by excision
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1173097006,Specimen from anus and/or rectum
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1173996004,Tissue specimen from polyp obtained by excision (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1177151008,Excised mesorectum sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1179252003,Slide submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1201985008,Tissue block specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1237234002,Specimen from haemorrhagic ovarian cyst obtained by aspiration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1259931002,Hair of face specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1285640000,Respiratory smear specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1293160008,Swab from middle region of inferior nasal meatus (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1331990008,Tissue specimen from left breast
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1331991007,Tissue specimen from right breast (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1332490003,Specimen from crust on skin (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1335919003,Specimen from head obtained by fine needle aspiration biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1335920009,Specimen from neck obtained by fine needle aspiration biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1335921008,Specimen from head obtained by biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1335922001,Specimen from neck obtained by biopsy (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1335924000,Specimen from head (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1335925004,Specimen from neck
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1338034005,Tissue specimen from penis obtained by excision (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1340203001,Ectoparasite specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1343300000,Swab from fistula (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1343301001,Eyelash specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1344978009,Swab from pustule (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345107007,Combined urethral and genital swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345219005,Swab from portio vaginalis cervicis
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345230008,Tablet submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345231007,Culture plate submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345234004,Thin blood smear specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345235003,Thick blood smear specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345268005,Dip slide culture slide submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345269002,Fungal culture plate submitted as specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1345270001,Blood culture plate submitted as specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1351813003,Whole blood specimen with hirudin (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1351815005,Whole blood specimen with lithium heparin
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,1351816006,Whole blood specimen with citrate
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,621000009105,Viral isolate specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,791000009104,Epithelial tissue specimen from vesicle
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2421000181104,Capillary serum specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2431000181102,Arterial plasma specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2441000181109,Capillary plasma specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2451000181107,Mixed venous plasma specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2501000181105,Biopsy specimen in tissue fixative (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2511000181107,Specimen obtained by exfoliation (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2521000181103,Specimen from root canal (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2531000181101,Urine specimen obtained after prostatic massage (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,2541000181108,Leukopheresis product specimen (specimen)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,28971000087101,Swab from bite wound
